Alt_ID,CarModel,Description,ID,Info,Manufacturer,Prod_Cat,Sub_Cat,price
"{#DG1Z2001A, DG1Z2001D}",ford 2018 flex 3.5l+v6+turbocharged,ProACT Ceramic Pad w/ Stainless Hardware,ACT1611,Front; w/Heavy Duty Brakes; OE Pad Material is Ceramic,AKEBONO,brake+&+wheel+hub,brake pad,$47.79
{#19309932},ford 2018 flex 3.5l+v6+turbocharged,Gold; Semi-Metallic; w/Hardware,17D1611AMH,Front; Heavy Duty Brakes,ACDELCO,brake+&+wheel+hub,brake pad,$47.99
"BRF1447, BRF1477, EG1Z2200C, FG1Z2200A",ford 2018 flex 3.5l+v6+turbocharged,OE Design,BRF1539,Rear; w/ Heavy Duty Calipers,MOTORCRAFT,brake+&+wheel+hub,brake pad,$48.79
"{#BRF1446, BRF1478, FB5Z2200C}",ford 2018 flex 3.5l+v6+turbocharged,OE Design,BRF1531,Rear; w/ Standard Duty Calipers,MOTORCRAFT,brake+&+wheel+hub,brake pad,$49.99
"DG1Z2001B, DG1Z2001D, DG1Z2001E, DG1Z2001F, GB5Z2001A",ford 2018 flex 3.5l+v6+turbocharged,NAO Ceramic,P24178N,Front; Heavy Duty Brakes,BREMBO,brake+&+wheel+hub,brake pad,$50.79
"8A8Z2001A, AG1Z2001A, AG1Z2001C, AG1Z2001D, AG1Z2001E, BB532001AB, BB532001AC, BB5Z2001A, BB5Z2001B, BRF1467, EB5Z2001A",ford 2018 flex 3.5l+v6+turbocharged,NAO Ceramic,P24174N,Front; Standard Duty Brakes,BREMBO,brake+&+wheel+hub,brake pad,$52.79
{#EB5Z2001A},ford 2018 flex 3.5l+v6+turbocharged,OE Design,BRF1467,Front; w/ Standard Duty Calipers,MOTORCRAFT,brake+&+wheel+hub,brake pad,$54.79
"8A8Z2001A, AG1Z2001A, AG1Z2001C, AG1Z2001D, AG1Z2001E, BB5Z2001A, BB5Z2001B, EB5Z2001A",ford 2018 flex 3.5l+v6+turbocharged,ProACT Ceramic Pad w/ Stainless Hardware,ACT1508,Front; w/Standard Brakes; OE Pad Material is Ceramic,AKEBONO,brake+&+wheel+hub,brake pad,$58.79
"BRF16, BRF41, DG1Z2001A, GB5Z2001A",ford 2018 flex 3.5l+v6+turbocharged,OE Design,BRF1527,Front; w/ Heavy Duty Calipers,MOTORCRAFT,brake+&+wheel+hub,brake pad,$65.79
,ford 2018 flex 3.5l+v6+turbocharged,5000 Advanced; Ceramic; Includes Hardware Kit,1551161201,Rear; Heavy Duty Brakes; 352mm Front Rotors,DYNAMIC FRICTION,brake+&+wheel+hub,brake pad,$24.79
,ford 2018 flex 3.5l+v6+turbocharged,Fleet Metlok; Semi-Metallic; Hardware Included,MKD1754FM,Rear,BENDIX,brake+&+wheel+hub,brake pad,$19.51
,ford 2018 flex 3.5l+v6+turbocharged,Severe Duty; Semi-Metallic; Includes Hardware,BSD1377,Rear,BOSCH,brake+&+wheel+hub,brake pad,$23.79
,ford 2018 flex 3.5l+v6+turbocharged,Fleet Metlok; Semi-Metallic; Hardware Included,MKD1611CFM,Front; w/ Heavy Duty Brakes,BENDIX,brake+&+wheel+hub,brake pad,$29.79
"8A8Z2200A, AA8Z2200A, AG1Z2200A, BT4Z2200A, CT4Z2200A, DG1Z2200E, EG1Z2200A, EG1Z2200B, EG1Z2200C, FB5Z2200A, FB5Z2200C, fg1z2200a",ford 2018 flex 3.5l+v6+turbocharged,Specialty - Truck; Ceramic,SP1377TRH,Rear,RAYBESTOS,brake+&+wheel+hub,brake pad,$29.99
,ford 2018 flex 3.5l+v6+turbocharged,Severe Duty; Semi-Metallic; Includes Hardware,BSD1611,Front; w/ HD brakes,BOSCH,brake+&+wheel+hub,brake pad,$30.79
{#DG1Z2200C},ford 2018 flex 3.5l+v6+turbocharged,SevereDuty; Includes Installation Hardware; Semi-Metallic,SX1612,Rear; With Heavy Duty Brakes,WAGNER,brake+&+wheel+hub,brake pad,$30.79
{#FG1Z2200A},ford 2018 flex 3.5l+v6+turbocharged,SevereDuty; Includes Installation Hardware; Semi-Metallic,SX1754,Rear; Except Heavy Duty Brakes,WAGNER,brake+&+wheel+hub,brake pad,$30.99
{#19306716},ford 2018 flex 3.5l+v6+turbocharged,"Gold; Fleet, Semi-Metallic; w/Hardware",17D1377MHSV,Rear,ACDELCO,brake+&+wheel+hub,brake pad,$32.99
,ford 2018 flex 3.5l+v6+turbocharged,Posi-Quiet Extended Wear; w/Shims and Hardware,10616110,Front; 352mm Front Disc; Heavy Duty Brakes,CENTRIC,brake+&+wheel+hub,brake pad,$34.79
{#19326430},ford 2018 flex 3.5l+v6+turbocharged,"Specialty; Fleet, Semi-Metallic; w/Hardware",17D1508MHSV,Front; Standard Brakes,ACDELCO,brake+&+wheel+hub,brake pad,$37.79
,ford 2018 flex 3.5l+v6+turbocharged,Posi-Quiet Extended Wear; w/Shims and Hardware,10615080,Front; 325mm Front Disc; Standard Brakes,CENTRIC,brake+&+wheel+hub,brake pad,$40.79
"8A8Z2200A, AA8Z2200A, AG1Z2200A, BT4Z2200A, DG1Z2200D, EG1Z2200B",ford 2018 flex 3.5l+v6+turbocharged,Z36 Severe Duty Truck & Tow; Carbon-Fiber Ceramic; Includes Hardware,Z361377,Rear; 325mm Front Rotor,POWER STOP,brake+&+wheel+hub,brake pad,$40.99
"{#DG1Z2200B, DG1Z2200C}",ford 2018 flex 3.5l+v6+turbocharged,Z36 Severe Duty Truck & Tow; Carbon-Fiber Ceramic; Includes Hardware,Z361612,Rear; 352mm Front Rotor,POWER STOP,brake+&+wheel+hub,brake pad,$43.79
"AG1Z2001E, AG1Z2001F, BB5Z2001A, BB5Z2001B, EB5Z2001A, FU2Z2V001D",ford 2018 flex 3.5l+v6+turbocharged,Z36 Severe Duty Truck & Tow; Carbon-Fiber Ceramic; Includes Hardware,Z361508,Front; 325MM FRONT ROTOR,POWER STOP,brake+&+wheel+hub,brake pad,$47.79
"DG1Z2001A, DG1Z2001B, DG1Z2001D, DG1Z2001E, DG1Z2001F, FU2Z2V001E, GB5Z2001A",ford 2018 flex 3.5l+v6+turbocharged,Z36 Severe Duty Truck & Tow; Carbon-Fiber Ceramic; Includes Hardware,Z361611,Front; 352mm Front Rotor,POWER STOP,brake+&+wheel+hub,brake pad,$50.79
,ford 2018 flex 3.5l+v6+turbocharged,Heavy Duty Pads; Semi Metallic,1214161200,Rear; Heavy Duty Brakes; 352mm Front Rotors,DYNAMIC FRICTION,brake+&+wheel+hub,brake pad,$19.15
,ford 2018 flex 3.5l+v6+turbocharged,Heavy Duty Pads; Semi Metallic,1214150800,Front; Standard Duty Brakes; 325mm Front Rotors,DYNAMIC FRICTION,brake+&+wheel+hub,brake pad,$24.89
"{#BB5Z2001A, BB5Z2001B, EB5Z2001A}",ford 2018 flex 3.5l+v6+turbocharged,Element3; Hybrid Technology,EHT1508H,Front; Standard Brakes,RAYBESTOS,brake+&+wheel+hub,brake pad,$23.99
"8A8Z2200A, AA8Z2200A, AG1Z2200A, BT4Z2200A, CT4Z2200A, DG1Z2200E, EG1Z2200A, EG1Z2200B, EG1Z2200C, FB5Z2200A, FB5Z2200C, fg1z2200a, PGD1377C",ford 2018 flex 3.5l+v6+turbocharged,Element3; Hybrid Technology,EHT1377H,Rear,RAYBESTOS,brake+&+wheel+hub,brake pad,$25.79
,ford 2018 flex 3.5l+v6+turbocharged,"PQ PRO; w/Shims and Hardware (,)",50013771,"Fits,Rear; 325mm Front Disc; Standard Brakes,or,Rear; 352mm Front Disc; Heavy Duty Brakes",CENTRIC,brake+&+wheel+hub,brake pad,$32.79
"BB5Z2001A, BB5Z2001B, D1508, EB5Z2001A",ford 2018 flex 3.5l+v6+turbocharged,Ultra-Premium OE Replacement; Includes Hardware,AD1508,Front; OE Pad Material is Ceramic; Standard Duty Brakes,ADVICS,brake+&+wheel+hub,brake pad,$36.79
,ford 2018 flex 3.5l+v6+turbocharged,"PQ PRO; w/Shims and Hardware (,)",50016110,Front; 352mm Front Disc; Heavy Duty Brakes,CENTRIC,brake+&+wheel+hub,brake pad,$40.89
,ford 2018 flex 3.5l+v6+turbocharged,"PQ PRO; w/Shims and Hardware (,)",50015080,Front; 325mm Front Disc; Standard Brakes,CENTRIC,brake+&+wheel+hub,brake pad,$43.79
"8A8Z2200A, AA8Z2200A, AG1Z2200A, BT4Z2200A, DG1Z2200D, EG1Z2200B",ford 2018 flex 3.5l+v6+turbocharged,Z23 Evolution Sport; Carbon Fiber-Ceramic; Includes Hardware,Z231377,Rear; 325mm Front Rotor,POWER STOP,brake+&+wheel+hub,brake pad,$45.79
"AG1Z2001E, AG1Z2001F, BB5Z2001A, BB5Z2001B, EB5Z2001A, FU2Z2V001D",ford 2018 flex 3.5l+v6+turbocharged,Z23 Evolution Sport; Carbon Fiber-Ceramic; Includes Hardware,Z231508,Front; 325MM FRONT ROTOR,POWER STOP,brake+&+wheel+hub,brake pad,$47.79
"{#DG1Z2200B, DG1Z2200C}",ford 2018 flex 3.5l+v6+turbocharged,Z23 Evolution Sport; Carbon Fiber-Ceramic; Includes Hardware,Z231612,Rear; 352mm Front Rotor,POWER STOP,brake+&+wheel+hub,brake pad,$49.79
"DG1Z2001A, DG1Z2001B, DG1Z2001D, DG1Z2001E, DG1Z2001F, FU2Z2V001E, GB5Z2001A",ford 2018 flex 3.5l+v6+turbocharged,Z23 Evolution Sport; Carbon Fiber-Ceramic; Includes Hardware,Z231611,Front; 352mm Front Rotor,POWER STOP,brake+&+wheel+hub,brake pad,$55.79
"{#DG1Z2200B, DG1Z2200C}",ford 2018 flex 3.5l+v6+turbocharged,OEX; Ceramic; Includes Installation Hardware,OEX1612,Rear; With Heavy Duty Brakes,WAGNER,brake+&+wheel+hub,brake pad,
"{#BB5Z2001A, BB5Z2001B, EB5Z2001A}",ford 2018 flex 3.5l+v6+turbocharged,OEX; Includes Installation Hardware,OEX1508,Front; Except Heavy Duty Brakes; OE Ceramic,WAGNER,brake+&+wheel+hub,brake pad,
{#FB5Z2200C},ford 2018 flex 3.5l+v6+turbocharged,OEX; Includes Installation Hardware,OEX1754,Rear; Except Heavy Duty Brakes; OE Ceramic,WAGNER,brake+&+wheel+hub,brake pad,
"DG1Z2001D, DG1Z2001E, DG1Z2001F, GB5Z2001A",ford 2018 flex 3.5l+v6+turbocharged,OEX; Includes Installation Hardware,OEX1611B,Front; with Heavy Duty Brakes; OE Ceramic,WAGNER,brake+&+wheel+hub,brake pad,
,ford 2018 flex 3.5l+v6+turbocharged,Police; Semi-Metallic; Hardware Included,PBD1754,Rear,BENDIX,brake+&+wheel+hub,brake pad,$27.79
"{#BB5Z2001A, BB5Z2001B, EB5Z2001A}",ford 2018 flex 3.5l+v6+turbocharged,Specialty - Police; Metallic,SP1508PSH,Front; Standard Brakes,RAYBESTOS,brake+&+wheel+hub,brake pad,$28.79
"8A8Z2200A, AA8Z2200A, AG1Z2200A, BT4Z2200A, CT4Z2200A, DG1Z2200E, EG1Z2200A, EG1Z2200B, EG1Z2200C, FB5Z2200A, FB5Z2200C, fg1z2200a",ford 2018 flex 3.5l+v6+turbocharged,Specialty - Police; Metallic,SP1377PSH,Rear,RAYBESTOS,brake+&+wheel+hub,brake pad,$28.79
"8A8Z2200A, AA8Z2200A, AG1Z2200A, BT4Z2200A, DG1Z2200D, EG1Z2200B",ford 2018 flex 3.5l+v6+turbocharged,Z37 Top-Cop; Carbon-Fiber Ceramic,Z371377,Rear; 325mm Front Rotor,POWER STOP,brake+&+wheel+hub,brake pad,$34.79
"{#DG1Z2200B, DG1Z2200C}",ford 2018 flex 3.5l+v6+turbocharged,Z37 Top-Cop; Carbon-Fiber Ceramic,Z371612,Rear; 352mm Front Rotor,POWER STOP,brake+&+wheel+hub,brake pad,$36.79
,ford 2018 flex 3.5l+v6+turbocharged,Police; Low-Metallic; Hardware Included,PBD1611C,Front; w/ Heavy Duty Brakes,BENDIX,brake+&+wheel+hub,brake pad,$42.79
"DG1Z2001A, DG1Z2001B, DG1Z2001D, DG1Z2001E, DG1Z2001F, FU2Z2V001E, GB5Z2001A",ford 2018 flex 3.5l+v6+turbocharged,Z37 Top-Cop; Carbon-Fiber Ceramic,Z371611,Front; 352mm Front Rotor,POWER STOP,brake+&+wheel+hub,brake pad,$43.89
"DG1Z2001B, DG1Z2001C, DG1Z2001D, DG1Z2001E, DG1Z2001F, GB5Z2001A",ford 2018 flex 3.5l+v6+turbocharged,Specialty - Police; Metallic,SP1611APPH,Front; Heavy Duty Brakes,RAYBESTOS,brake+&+wheel+hub,brake pad,$44.79
,ford 2018 flex 3.5l+v6+turbocharged,Fleet Performance Pads; w/Hardware,30616110,Front; 352mm Front Disc; Heavy Duty Brakes,CENTRIC,brake+&+wheel+hub,brake pad,$45.79
"{#DG1Z2001A, DG1Z2001D}",ford 2018 flex 3.5l+v6+turbocharged,Performance Ceramic Pad w/ Stainless Hardware,ASP1611,Front; w/Heavy Duty Brakes; OE Pad Material is Ceramic,AKEBONO,brake+&+wheel+hub,brake pad,$51.79
{#19366012},ford 2018 flex 3.5l+v6+turbocharged,"Gold; Enhanced Performance Police, Semi-Metallic; w/Hardware",17D1611AMHPVF1,Front; Revised F1 Part Design; Heavy Duty Brakes,ACDELCO,brake+&+wheel+hub,brake pad,$52.79
"8A8Z2001A, AG1Z2001A, AG1Z2001C, AG1Z2001D, AG1Z2001E, BB5Z2001A, BB5Z2001B, EB5Z2001A",ford 2018 flex 3.5l+v6+turbocharged,Performance Ceramic Pad,ASP1508,Front; w/Standard Brakes; OE Pad Material is Ceramic,AKEBONO,brake+&+wheel+hub,brake pad,$61.79
"8A8Z2001A, AG1Z2001A, AG1Z2001C, AG1Z2001D, AG1Z2001E, BB5Z2001A, BB5Z2001B, EB5Z2001A",ford 2018 flex 3.5l+v6+turbocharged,Performance Ceramic Pad w/ Stainless Hardware,ASP1508A,Front; w/Standard Brakes; OE Pad Material is Ceramic,AKEBONO,brake+&+wheel+hub,brake pad,$63.79
,ford 2018 flex 3.5l+v6+turbocharged,Track/Street Pads; Low Metallic,1000150800,Front; Standard Duty Brakes; 325mm Front Rotors,DYNAMIC FRICTION,brake+&+wheel+hub,brake pad,$53.79
"{#DA8Z13008C, DA8Z13008CCP}",ford 2018 flex 3.5l+v6+turbocharged,OE New,FO2502312,Left; Halogen,VARIOUS MFR,body,headlamp assembly,$423.79
"{#DA8Z13008A, DA8Z13008ACP}",ford 2018 flex 3.5l+v6+turbocharged,OE New,FO2503312,Right; Halogen,VARIOUS MFR,body,headlamp assembly,$464.79
{#6E5Z15200A},ford 2018 flex 3.5l+v6+turbocharged,"Complete Assembly,CAPA Certified",FO2590110,,VARIOUS MFR,body,fog / driving lamp assembly,$66.79
"{#8A8Z16612A, BA8Z16612A}",ford 2018 flex 3.5l+v6+turbocharged,OE New,FO1230282,,VARIOUS MFR,body,hood,$390.79
{#7T4Z16797A},ford 2018 flex 3.5l+v6+turbocharged,,FO1236142,Left,VARIOUS MFR,body,hood hinge,$10.26
{#7T4Z16796A},ford 2018 flex 3.5l+v6+turbocharged,,FO1236143,Right,VARIOUS MFR,body,hood hinge,$10.26
{#8A8Z16102A},ford 2018 flex 3.5l+v6+turbocharged,,FO1249139,Front Right inner panel,VARIOUS MFR,body,inner fender,$30.79
{#8A8Z16103A},ford 2018 flex 3.5l+v6+turbocharged,OE New,FO1248139,Front Left; Inner,VARIOUS MFR,body,inner fender,$56.79
{#DA8Z17K945BA},ford 2018 flex 3.5l+v6+turbocharged,,FO1036151,w/Active Park Assist,VARIOUS MFR,body,grille,$200.79
,ford 2018 flex 3.5l+v6+turbocharged,Autospecialty; Reman; Includes Bracket,L5214,Front Left; Standard Duty Brakes,POWER STOP,brake+&+wheel+hub,caliper,$42.79
,ford 2018 flex 3.5l+v6+turbocharged,Autospecialty; Reman; Includes Bracket,L5215,Front Right; Standard Duty Brakes,POWER STOP,brake+&+wheel+hub,caliper,$42.79
,ford 2018 flex 3.5l+v6+turbocharged,,FO1244111,Front Left,VARIOUS MFR,body,fender brace,
{#6E5Z16700AA},ford 2018 flex 3.5l+v6+turbocharged,,820000,,DORMAN,body,hood latch,
"8A8Z2B121A, 8A8Z2B121AA, AG1Z2B121B, AG1Z2B121BA",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes: Hardware,185214,Front Left; Except Heavy Duty Brakes; with Phenolic Piston,CARDONE,brake+&+wheel+hub,caliper,$43.79
"8A8Z2B120A, 8A8Z2B120AA, AG1Z2B120B, AG1Z2B120BA",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes: Hardware,185215,Front Right; Except Heavy Duty Brakes; with Phenolic Piston,CARDONE,brake+&+wheel+hub,caliper,$43.79
"8A8Z2B121A, 8A8Z2B121AA, 8A8Z2B293A, AG1Z2B121B, AG1Z2B121BA, AG1Z2B293A",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes Bracket,18B5214,Front Left; Except Heavy Duty Brakes; with Phenolic Piston,CARDONE,brake+&+wheel+hub,caliper,$45.79
,ford 2018 flex 3.5l+v6+turbocharged,,FO1245110,Front Right,VARIOUS MFR,body,fender brace,
"8A8Z2B120A, 8A8Z2B120AA, 8A8Z2B292A, AG1Z2B120B, AG1Z2B292A",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes Bracket,18B5215,Front Right; Except Heavy Duty Brakes; with Phenolic Piston,CARDONE,brake+&+wheel+hub,caliper,$45.79
,ford 2018 flex 3.5l+v6+turbocharged,R-Line; Reman.; Includes: Bracket and Hardware,FRC12051,Front Left; Standard Duty Brakes,RAYBESTOS,brake+&+wheel+hub,caliper,$50.79
"{#DG1Z2B121A, DG1Z2B121B, DG1Z2B121E}",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes Installation Hardware; With Standard Boots,185468,Front Left; with Heavy Duty Brakes; with Metal Piston,CARDONE,brake+&+wheel+hub,caliper,$49.79
{#DG1Z2B121A},ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes Bracket & Installation Hardware; With Standard Boots,18B5468,Front Left; with Heavy Duty Brakes; with Metal Piston,CARDONE,brake+&+wheel+hub,caliper,$53.79
{#DG1Z2B120A},ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes Bracket & Installation Hardware; With Standard Boots,18B5469,Front Right; with Heavy Duty Brakes; with Metal Piston,CARDONE,brake+&+wheel+hub,caliper,$54.89
"{#DG1Z2B120A, DG1Z2B120B, DG1Z2B120E}",ford 2018 flex 3.5l+v6+turbocharged,R-Line; Reman.; Includes: Bracket and Hardware,FRC12561,Front Left; Heavy Duty Brakes,RAYBESTOS,brake+&+wheel+hub,caliper,$47.79
"{#DG1Z2B121A, DG1Z2B121B, DG1Z2B121E}",ford 2018 flex 3.5l+v6+turbocharged,R-Line; Reman.; Includes: Bracket and Hardware,FRC12562,Front Right; Heavy Duty Brakes,RAYBESTOS,brake+&+wheel+hub,caliper,$47.79
,ford 2018 flex 3.5l+v6+turbocharged,Reman.; Includes: Bracket and Hardware,14161558,Rear Left; 325mm Front Disc; Standard Brakes,CENTRIC,brake+&+wheel+hub,caliper,$43.89
,ford 2018 flex 3.5l+v6+turbocharged,Reman.; Includes: Bracket and Hardware,14161557,Rear Right; 325mm Front Disc; Standard Brakes,CENTRIC,brake+&+wheel+hub,caliper,$43.89
{#DG1Z2B121A},ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes Heavy Duty Silicone Boots & New Hardware,185468HD,Front Left; with Heavy Duty Brakes; with Metal Piston,CARDONE,brake+&+wheel+hub,caliper,$63.79
"{#DG1Z2B120A, DG1Z2B120B, DG1Z2B120E}",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes Heavy Duty Silicone Boots & New Hardware,185469HD,Front Right; with Heavy Duty Brakes; with Metal Piston,CARDONE,brake+&+wheel+hub,caliper,$63.79
{#2217964L},ford 2018 flex 3.5l+v6+turbocharged,Reman; Includes Mounting Bracket & Installation Hardware,9917964A,Front Left; Standard Brakes,NUGEON,brake+&+wheel+hub,caliper,$48.99
{#2217964R},ford 2018 flex 3.5l+v6+turbocharged,Reman; Includes Mounting Bracket & Installation Hardware,9917964B,Front Right; Standard Brakes,NUGEON,brake+&+wheel+hub,caliper,$48.99
"{#DG1Z2B121A, DG1Z2B121B, DG1Z2B121E}",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes Bracket & Installation Hardware; With Heavy Duty Silicone Boots,18B5468HD,Front Left; with Heavy Duty Brakes; with Metal Piston,CARDONE,brake+&+wheel+hub,caliper,$66.79
"{#DG1Z2B120A, DG1Z2B120B, DG1Z2B120E}",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes Bracket & Installation Hardware; With Heavy Duty Silicone Boots,18B5469HD,Front Right; with Heavy Duty Brakes; with Metal Piston,CARDONE,brake+&+wheel+hub,caliper,$66.79
"{#DA8Z17E810BA, DA8Z17E810BACP}",ford 2018 flex 3.5l+v6+turbocharged,"Chrome,OE New",FO1039130,Front Right,VARIOUS MFR,body,fog lamp bezel,$60.79
,ford 2018 flex 3.5l+v6+turbocharged,R-Line; Reman.; Includes: Bracket and Hardware,FRC12052,Front Right; Standard Duty Brakes,RAYBESTOS,brake+&+wheel+hub,caliper,$53.79
"{#DG1Z2553E, DG1Z2553F, EG1Z2553C}",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes Bracket,18B5467,Rear Left; with Heavy Duty Brakes; with Metal Piston,CARDONE,brake+&+wheel+hub,caliper,$56.79
"{#DG1Z2552E, EG1Z2552C}",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes Bracket,18B5466,Rear Right; with Heavy Duty Brakes; with Metal Piston,CARDONE,brake+&+wheel+hub,caliper,$56.79
{#2217973L},ford 2018 flex 3.5l+v6+turbocharged,Reman; Includes Mounting Bracket & Installation Hardware,9917973B,Rear Left; Standard Brakes,NUGEON,brake+&+wheel+hub,caliper,$53.79
"{#8A8Z16005A, BA8Z16005A}",ford 2018 flex 3.5l+v6+turbocharged,,FO1241275,Front Right,VARIOUS MFR,body,fender,$224.79
{#DA8Z17E811BA},ford 2018 flex 3.5l+v6+turbocharged,Chrome,FO1038130,Front Left,VARIOUS MFR,body,fog lamp bezel,$92.79
{#DA8Z17E811AA},ford 2018 flex 3.5l+v6+turbocharged,Black,FO1038129,Front Left,VARIOUS MFR,body,fog lamp bezel,
{#DA8Z17E810AA},ford 2018 flex 3.5l+v6+turbocharged,Black,FO1039129,Front Right,VARIOUS MFR,body,fog lamp bezel,
{#2217973R},ford 2018 flex 3.5l+v6+turbocharged,Reman; Includes Mounting Bracket & Installation Hardware,9917973A,Rear Right; Standard Brakes,NUGEON,brake+&+wheel+hub,caliper,$53.79
{#19285673},ford 2018 flex 3.5l+v6+turbocharged,Professional; Non-Coated; Reman.; Includes: Hardware,18FR2677,Front Left; Standard Duty Brakes,ACDELCO,brake+&+wheel+hub,caliper,$56.99
{#19285674},ford 2018 flex 3.5l+v6+turbocharged,Professional; Non-Coated; Reman.; Includes: Hardware,18FR2678,Front Right; Standard Duty Brakes,ACDELCO,brake+&+wheel+hub,caliper,$58.79
"{#8A8Z16006A, BA8Z16006A}",ford 2018 flex 3.5l+v6+turbocharged,OE New,FO1240275,Front Left,VARIOUS MFR,body,fender,$230.79
"{#BRCF276, FB5Z2552A}",ford 2018 flex 3.5l+v6+turbocharged,OE Design; Reman.; Includes: Hardware,BRCF335,Rear Right; w/ Standard Duty Calipers,MOTORCRAFT,brake+&+wheel+hub,caliper,$68.79
"{#DG1Z2B120A, DG1Z2B120B, DG1Z2B120E}",ford 2018 flex 3.5l+v6+turbocharged,"Reman.; Specialty - Police; Includes: Pads, Bracket, and Hardware",RC12561PC,Front Left; Heavy Duty Brakes,RAYBESTOS,brake+&+wheel+hub,caliper,$67.79
"{#DG1Z2B121A, DG1Z2B121B, DG1Z2B121E}",ford 2018 flex 3.5l+v6+turbocharged,"Reman.; Specialty - Police; Includes: Pads, Bracket, and Hardware",RC12562PC,Front Right; Heavy Duty Brakes,RAYBESTOS,brake+&+wheel+hub,caliper,$67.79
"{#BRCF277, FB5Z2553A}",ford 2018 flex 3.5l+v6+turbocharged,OE Design; Reman.; Includes: Hardware,BRCF336,Rear Left; w/ Standard Duty Calipers,MOTORCRAFT,brake+&+wheel+hub,caliper,$72.79
"DG1Z2552A, DG1Z2552E, DG1Z2553F, EG1Z2552A, EG1Z2552B, EG1Z2552C",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured; Includes: Hardware,185466,Rear Right; with Metal Piston,CARDONE,brake+&+wheel+hub,caliper,$53.79
{#19285518},ford 2018 flex 3.5l+v6+turbocharged,"Professional; Non-Coated, Includes: Ceramic Pads and Hardware; Reman.",18R2677,Front Left; Standard Duty Brakes,ACDELCO,brake+&+wheel+hub,caliper,$67.79
{#19285519},ford 2018 flex 3.5l+v6+turbocharged,"Professional; Non-Coated, Includes: Ceramic Pads and Hardware; Reman.",18R2678,Front Right; Standard Duty Brakes,ACDELCO,brake+&+wheel+hub,caliper,$67.79
"8A8Z2B121AA, BRCF100, BRCLF39, BRCLF50",ford 2018 flex 3.5l+v6+turbocharged,OE Design; Reman.; Includes: Hardware,BRCF71,Front Left; w/ Standard Duty Calipers,MOTORCRAFT,brake+&+wheel+hub,caliper,$78.79
"8A8Z2B120AA, BRCF101, BRCLF38, BRCLF49",ford 2018 flex 3.5l+v6+turbocharged,OE Design; Reman.; Includes: Hardware,BRCF70,Front Right; w/ Standard Duty Calipers,MOTORCRAFT,brake+&+wheel+hub,caliper,$78.89
,ford 2018 flex 3.5l+v6+turbocharged,Reman.; Includes: Bracket and Hardware,14165090,Front Left; 325mm Front Disc; Standard Brakes,CENTRIC,brake+&+wheel+hub,caliper,$44.79
,ford 2018 flex 3.5l+v6+turbocharged,Reman.; Includes: Bracket and Hardware,14165089,Front Right; 325mm Front Disc; Standard Brakes,CENTRIC,brake+&+wheel+hub,caliper,$44.79
"{#BRCF304, EG1Z2552C}",ford 2018 flex 3.5l+v6+turbocharged,OE Design; Reman.; Includes: Hardware,BRCF328,Rear Right; w/ Heavy Duty Calipers,MOTORCRAFT,brake+&+wheel+hub,caliper,$80.79
{#2217985L},ford 2018 flex 3.5l+v6+turbocharged,Reman; Includes Mounting Bracket & Installation Hardware,9917985A,Front Left; HD Brakes,NUGEON,brake+&+wheel+hub,caliper,$70.79
,ford 2018 flex 3.5l+v6+turbocharged,R-Line; Reman.; Includes: Bracket and Hardware,FRC12563,Rear Right,RAYBESTOS,brake+&+wheel+hub,caliper,$72.79
,ford 2018 flex 3.5l+v6+turbocharged,R-Line; Reman; Includes Pads and Bracket,RC12563P,Rear Right,RAYBESTOS,brake+&+wheel+hub,caliper,$90.79
,ford 2018 flex 3.5l+v6+turbocharged,"Reman.; Specialty - Police; Includes: Pads, Bracket, and Hardware",RC12564PC,Rear Left,RAYBESTOS,brake+&+wheel+hub,caliper,$90.79
,ford 2018 flex 3.5l+v6+turbocharged,"Reman.; Specialty - Police; Includes: Pads, Bracket, and Hardware",RC12563PC,Rear Right,RAYBESTOS,brake+&+wheel+hub,caliper,$90.79
"{#BRCF305, EG1Z2553C}",ford 2018 flex 3.5l+v6+turbocharged,OE Design; Reman.; Includes: Hardware,BRCF329,Rear Left; w/ Heavy Duty Calipers,MOTORCRAFT,brake+&+wheel+hub,caliper,$83.79
,ford 2018 flex 3.5l+v6+turbocharged,R-Line; Reman.; Includes: Bracket and Hardware,FRC12564,Rear Left,RAYBESTOS,brake+&+wheel+hub,caliper,$73.79
